Id,log_date,log_time,total_steps,average_intensity,total_intensity,calories,dataset_window,is_weekend,week_day,window_day_index
4702921684,2016-03-12,15:00:00,1409,0.85,51.0,230.0,2016-03-12_to_2016-04-11,true,7,1
1503960366,2016-03-12,16:00:00,1905,0.7,42.0,141.0,2016-03-12_to_2016-04-11,true,7,1
8053475328,2016-03-12,18:00:00,6320,2.583333,155.0,516.0,2016-03-12_to_2016-04-11,true,7,1
4319703577,2016-03-12,19:00:00,1410,0.716667,43.0,150.0,2016-03-12_to_2016-04-11,true,7,1
6290855005,2016-03-12,09:00:00,2559,1.666667,100.0,599.0,2016-03-12_to_2016-04-11,true,7,1
2873212765,2016-03-12,08:00:00,2344,1.183333,71.0,183.0,2016-03-12_to_2016-04-11,true,7,1
5577150313,2016-03-12,17:00:00,653,0.716667,43.0,206.0,2016-03-12_to_2016-04-11,true,7,1
6962181067,2016-03-12,07:00:00,975,0.633333,38.0,126.0,2016-03-12_to_2016-04-11,true,7,1
3372868164,2016-03-12,15:00:00,1253,0.683333,41.0,126.0,2016-03-12_to_2016-04-11,true,7,1
4020332650,2016-03-12,15:00:00,990,0.6,36.0,223.0,2016-03-12_to_2016-04-11,true,7,1
8877689391,2016-03-12,15:00:00,1590,1.2,72.0,331.0,2016-03-12_to_2016-04-11,true,7,1
5577150313,2016-03-12,06:00:00,3416,1.883333,113.0,418.0,2016-03-12_to_2016-04-11,true,7,1
2347167796,2016-03-12,08:00:00,3298,1.533333,92.0,280.0,2016-03-12_to_2016-04-11,true,7,1
3372868164,2016-03-12,13:00:00,681,0.616667,37.0,114.0,2016-03-12_to_2016-04-11,true,7,1
5577150313,2016-03-12,16:00:00,1140,1.316667,79.0,280.0,2016-03-12_to_2016-04-11,true,7,1
3977333714,2016-03-12,18:00:00,2595,1.166667,70.0,146.0,2016-03-12_to_2016-04-11,true,7,1
2873212765,2016-03-12,10:00:00,1405,0.683333,41.0,137.0,2016-03-12_to_2016-04-11,true,7,1
4558609924,2016-03-12,12:00:00,871,0.65,39.0,137.0,2016-03-12_to_2016-04-11,true,7,1
6290855005,2016-03-12,15:00:00,1532,0.716667,43.0,201.0,2016-03-12_to_2016-04-11,true,7,1
2347167796,2016-03-12,17:00:00,1457,0.7,42.0,156.0,2016-03-12_to_2016-04-11,true,7,1
4702921684,2016-03-12,10:00:00,1008,0.7,42.0,210.0,2016-03-12_to_2016-04-11,true,7,1
8877689391,2016-03-12,21:00:00,757,0.683333,41.0,192.0,2016-03-12_to_2016-04-11,true,7,1
1644430081,2016-03-12,22:00:00,1684,0.916667,55.0,232.0,2016-03-12_to_2016-04-11,true,7,1
8053475328,2016-03-12,17:00:00,3231,1.383333,83.0,312.0,2016-03-12_to_2016-04-11,true,7,1
6117666160,2016-03-12,05:00:00,1163,0.6,36.0,137.0,2016-03-12_to_2016-04-11,true,7,1
1644430081,2016-03-12,21:00:00,2304,1.316667,79.0,286.0,2016-03-12_to_2016-04-11,true,7,1
1644430081,2016-03-12,00:00:00,38,0.566667,34.0,147.0,2016-03-12_to_2016-04-11,true,7,1
6290855005,2016-03-12,13:00:00,1675,0.683333,41.0,188.0,2016-03-12_to_2016-04-11,true,7,1
8053475328,2016-03-12,14:00:00,4345,1.7,102.0,405.0,2016-03-12_to_2016-04-11,true,7,1
2873212765,2016-03-12,07:00:00,3596,1.5,90.0,255.0,2016-03-12_to_2016-04-11,true,7,1
4558609924,2016-03-12,13:00:00,1270,0.65,39.0,146.0,2016-03-12_to_2016-04-11,true,7,1
6962181067,2016-03-12,16:00:00,2406,1.016667,61.0,171.0,2016-03-12_to_2016-04-11,true,7,1
5577150313,2016-03-12,14:00:00,1359,1.3,78.0,336.0,2016-03-12_to_2016-04-11,true,7,1
4020332650,2016-03-12,16:00:00,1002,0.6,36.0,247.0,2016-03-12_to_2016-04-11,true,7,1
2026352035,2016-03-12,17:00:00,778,0.633333,38.0,105.0,2016-03-12_to_2016-04-11,true,7,1
1503960366,2016-03-12,15:00:00,4919,2.15,129.0,271.0,2016-03-12_to_2016-04-11,true,7,1
6962181067,2016-03-12,09:00:00,3283,1.5,90.0,224.0,2016-03-12_to_2016-04-11,true,7,1
4702921684,2016-03-12,11:00:00,2773,1.466667,88.0,321.0,2016-03-12_to_2016-04-11,true,7,1
3977333714,2016-03-12,19:00:00,3563,1.766667,106.0,186.0,2016-03-12_to_2016-04-11,true,7,1
4702921684,2016-03-12,13:00:00,1424,0.716667,43.0,233.0,2016-03-12_to_2016-04-11,true,7,1
2026352035,2016-03-12,15:00:00,747,0.616667,37.0,103.0,2016-03-12_to_2016-04-11,true,7,1
3372868164,2016-03-12,19:00:00,674,0.583333,35.0,111.0,2016-03-12_to_2016-04-11,true,7,1
2347167796,2016-03-13,09:00:00,2606,1.15,69.0,212.0,2016-03-12_to_2016-04-11,true,1,2
7007744171,2016-03-13,08:00:00,1496,0.666667,40.0,194.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,10:00:00,1283,0.9,54.0,274.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,18:00:00,1279,0.716667,43.0,257.0,2016-03-12_to_2016-04-11,true,1,2
1503960366,2016-03-13,23:00:00,1286,0.766667,46.0,118.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,15:00:00,2086,0.933333,56.0,223.0,2016-03-12_to_2016-04-11,true,1,2
2347167796,2016-03-13,16:00:00,1007,0.766667,46.0,159.0,2016-03-12_to_2016-04-11,true,1,2
2873212765,2016-03-13,15:00:00,985,0.65,39.0,130.0,2016-03-12_to_2016-04-11,true,1,2
6962181067,2016-03-13,16:00:00,1469,0.733333,44.0,145.0,2016-03-12_to_2016-04-11,true,1,2
6962181067,2016-03-13,11:00:00,825,0.583333,35.0,120.0,2016-03-12_to_2016-04-11,true,1,2
6775888955,2016-03-13,14:00:00,534,0.616667,37.0,186.0,2016-03-12_to_2016-04-11,true,1,2
4319703577,2016-03-13,17:00:00,1014,0.566667,34.0,126.0,2016-03-12_to_2016-04-11,true,1,2
6117666160,2016-03-13,14:00:00,872,0.583333,35.0,143.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,14:00:00,7165,2.983333,179.0,583.0,2016-03-12_to_2016-04-11,true,1,2
4702921684,2016-03-13,15:00:00,2037,1.116667,67.0,268.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,11:00:00,920,0.783333,47.0,228.0,2016-03-12_to_2016-04-11,true,1,2
4702921684,2016-03-13,17:00:00,911,0.583333,35.0,183.0,2016-03-12_to_2016-04-11,true,1,2
4702921684,2016-03-13,14:00:00,2653,1.4,84.0,317.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,22:00:00,7613,3.0,180.0,612.0,2016-03-12_to_2016-04-11,true,1,2
1927972279,2016-03-13,08:00:00,1341,0.766667,46.0,218.0,2016-03-12_to_2016-04-11,true,1,2
6117666160,2016-03-13,10:00:00,729,0.65,39.0,147.0,2016-03-12_to_2016-04-11,true,1,2
2026352035,2016-03-13,11:00:00,1174,0.766667,46.0,122.0,2016-03-12_to_2016-04-11,true,1,2
2873212765,2016-03-13,08:00:00,5483,2.8,168.0,466.0,2016-03-12_to_2016-04-11,true,1,2
2347167796,2016-03-13,19:00:00,4003,1.783333,107.0,259.0,2016-03-12_to_2016-04-11,true,1,2
7007744171,2016-03-13,07:00:00,1027,0.683333,41.0,165.0,2016-03-12_to_2016-04-11,true,1,2
4319703577,2016-03-13,09:00:00,1685,1.0,60.0,172.0,2016-03-12_to_2016-04-11,true,1,2
7007744171,2016-03-13,09:00:00,1334,0.766667,46.0,206.0,2016-03-12_to_2016-04-11,true,1,2
6775888955,2016-03-13,15:00:00,927,0.983333,59.0,259.0,2016-03-12_to_2016-04-11,true,1,2
1503960366,2016-03-13,10:00:00,2850,1.416667,85.0,189.0,2016-03-12_to_2016-04-11,true,1,2
1503960366,2016-03-13,11:00:00,4854,2.166667,130.0,270.0,2016-03-12_to_2016-04-11,true,1,2
2347167796,2016-03-13,11:00:00,1044,0.65,39.0,165.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,13:00:00,1139,0.616667,37.0,165.0,2016-03-12_to_2016-04-11,true,1,2
6962181067,2016-03-13,17:00:00,1285,0.816667,49.0,147.0,2016-03-12_to_2016-04-11,true,1,2
2347167796,2016-03-13,20:00:00,817,0.733333,44.0,136.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,21:00:00,5537,2.25,135.0,474.0,2016-03-12_to_2016-04-11,true,1,2
8877689391,2016-03-13,19:00:00,2407,0.916667,55.0,261.0,2016-03-12_to_2016-04-11,true,1,2
2026352035,2016-03-13,10:00:00,1173,0.8,48.0,125.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,12:00:00,1623,1.733333,104.0,341.0,2016-03-12_to_2016-04-11,true,1,2
6290855005,2016-03-13,12:00:00,919,0.783333,47.0,203.0,2016-03-12_to_2016-04-11,true,1,2
5553957443,2016-03-13,13:00:00,833,0.616667,37.0,120.0,2016-03-12_to_2016-04-11,true,1,2
2026352035,2016-03-13,15:00:00,1023,0.783333,47.0,119.0,2016-03-12_to_2016-04-11,true,1,2
6775888955,2016-03-13,16:00:00,1298,0.766667,46.0,236.0,2016-03-12_to_2016-04-11,true,1,2
2873212765,2016-03-13,16:00:00,1323,0.683333,41.0,123.0,2016-03-12_to_2016-04-11,true,1,2
6290855005,2016-03-13,11:00:00,1502,0.616667,37.0,186.0,2016-03-12_to_2016-04-11,true,1,2
7007744171,2016-03-13,14:00:00,1911,0.783333,47.0,231.0,2016-03-12_to_2016-04-11,true,1,2
1503960366,2016-03-13,19:00:00,1756,0.95,57.0,146.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,16:00:00,786,0.85,51.0,228.0,2016-03-12_to_2016-04-11,true,1,2
2873212765,2016-03-13,11:00:00,341,0.633333,38.0,108.0,2016-03-12_to_2016-04-11,true,1,2
3977333714,2016-03-13,13:00:00,1319,0.8,48.0,109.0,2016-03-12_to_2016-04-11,true,1,2
1503960366,2016-03-13,18:00:00,4100,1.833333,110.0,237.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,18:00:00,955,0.566667,34.0,167.0,2016-03-12_to_2016-04-11,true,1,2
6775888955,2016-03-13,13:00:00,795,0.7,42.0,187.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,17:00:00,1131,1.466667,88.0,314.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,08:00:00,1352,2.566667,154.0,508.0,2016-03-12_to_2016-04-11,true,1,2
3372868164,2016-03-13,13:00:00,1743,1.283333,77.0,211.0,2016-03-12_to_2016-04-11,true,1,2
6962181067,2016-03-13,21:00:00,2169,0.9,54.0,157.0,2016-03-12_to_2016-04-11,true,1,2
1644430081,2016-03-13,02:00:00,44,0.6,36.0,149.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,13:00:00,1890,1.783333,107.0,404.0,2016-03-12_to_2016-04-11,true,1,2
2873212765,2016-03-13,20:00:00,2576,1.0,60.0,167.0,2016-03-12_to_2016-04-11,true,1,2
2347167796,2016-03-13,08:00:00,1556,0.616667,37.0,139.0,2016-03-12_to_2016-04-11,true,1,2
7007744171,2016-03-13,17:00:00,1184,0.666667,40.0,172.0,2016-03-12_to_2016-04-11,true,1,2
6775888955,2016-03-13,09:00:00,996,0.75,45.0,193.0,2016-03-12_to_2016-04-11,true,1,2
2022484408,2016-03-13,19:00:00,3929,1.716667,103.0,284.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,19:00:00,1220,0.95,57.0,225.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,19:00:00,3222,1.4,84.0,319.0,2016-03-12_to_2016-04-11,true,1,2
2347167796,2016-03-13,10:00:00,829,0.95,57.0,177.0,2016-03-12_to_2016-04-11,true,1,2
4702921684,2016-03-13,13:00:00,3051,1.566667,94.0,334.0,2016-03-12_to_2016-04-11,true,1,2
7007744171,2016-03-13,10:00:00,1167,0.766667,46.0,182.0,2016-03-12_to_2016-04-11,true,1,2
6290855005,2016-03-13,10:00:00,2493,0.9,54.0,231.0,2016-03-12_to_2016-04-11,true,1,2
5553957443,2016-03-13,14:00:00,1090,0.7,42.0,134.0,2016-03-12_to_2016-04-11,true,1,2
2026352035,2016-03-13,12:00:00,1381,0.8,48.0,130.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,20:00:00,7416,3.0,180.0,585.0,2016-03-12_to_2016-04-11,true,1,2
4319703577,2016-03-13,10:00:00,1186,0.616667,37.0,151.0,2016-03-12_to_2016-04-11,true,1,2
1644430081,2016-03-13,14:00:00,4655,2.15,129.0,458.0,2016-03-12_to_2016-04-11,true,1,2
3372868164,2016-03-13,14:00:00,1192,0.683333,41.0,148.0,2016-03-12_to_2016-04-11,true,1,2
6117666160,2016-03-13,15:00:00,769,0.666667,40.0,152.0,2016-03-12_to_2016-04-11,true,1,2
8053475328,2016-03-13,17:00:00,825,0.583333,35.0,161.0,2016-03-12_to_2016-04-11,true,1,2
5577150313,2016-03-13,09:00:00,1229,1.2,72.0,282.0,2016-03-12_to_2016-04-11,true,1,2
2873212765,2016-03-13,09:00:00,869,0.7,42.0,143.0,2016-03-12_to_2016-04-11,true,1,2
7007744171,2016-03-14,09:00:00,763,0.566667,34.0,154.0,2016-03-12_to_2016-04-11,false,2,3
5577150313,2016-03-14,09:00:00,1592,0.833333,50.0,248.0,2016-03-12_to_2016-04-11,false,2,3
2022484408,2016-03-14,19:00:00,1235,0.833333,50.0,234.0,2016-03-12_to_2016-04-11,false,2,3
2873212765,2016-03-14,13:00:00,800,0.566667,34.0,121.0,2016-03-12_to_2016-04-11,false,2,3
2347167796,2016-03-14,20:00:00,807,0.6,36.0,129.0,2016-03-12_to_2016-04-11,false,2,3
6117666160,2016-03-14,21:00:00,934,0.766667,46.0,172.0,2016-03-12_to_2016-04-11,false,2,3
2873212765,2016-03-14,12:00:00,1193,0.783333,47.0,145.0,2016-03-12_to_2016-04-11,false,2,3
5577150313,2016-03-14,14:00:00,925,0.733333,44.0,240.0,2016-03-12_to_2016-04-11,false,2,3
4445114986,2016-03-14,16:00:00,2078,1.233333,74.0,228.0,2016-03-12_to_2016-04-11,false,2,3
5553957443,2016-03-14,07:00:00,2322,0.9,54.0,163.0,2016-03-12_to_2016-04-11,false,2,3
1503960366,2016-03-14,09:00:00,2832,1.016667,61.0,199.0,2016-03-12_to_2016-04-11,false,2,3
2026352035,2016-03-14,11:00:00,1408,0.7,42.0,125.0,2016-03-12_to_2016-04-11,false,2,3
6117666160,2016-03-14,14:00:00,1012,0.65,39.0,159.0,2016-03-12_to_2016-04-11,false,2,3
4319703577,2016-03-14,09:00:00,1543,0.766667,46.0,164.0,2016-03-12_to_2016-04-11,false,2,3
4319703577,2016-03-14,11:00:00,708,0.666667,40.0,139.0,2016-03-12_to_2016-04-11,false,2,3
6962181067,2016-03-14,15:00:00,2034,0.8,48.0,157.0,2016-03-12_to_2016-04-11,false,2,3
6962181067,2016-03-14,17:00:00,3949,1.533333,92.0,242.0,2016-03-12_to_2016-04-11,false,2,3
7007744171,2016-03-14,18:00:00,877,0.65,39.0,175.0,2016-03-12_to_2016-04-11,false,2,3
2347167796,2016-03-14,18:00:00,1458,0.6,36.0,145.0,2016-03-12_to_2016-04-11,false,2,3
2873212765,2016-03-14,10:00:00,758,0.6,36.0,119.0,2016-03-12_to_2016-04-11,false,2,3
2026352035,2016-03-14,10:00:00,1279,0.583333,35.0,116.0,2016-03-12_to_2016-04-11,false,2,3
3372868164,2016-03-14,10:00:00,2215,1.65,99.0,250.0,2016-03-12_to_2016-04-11,false,2,3
2022484408,2016-03-14,09:00:00,5092,2.583333,155.0,475.0,2016-03-12_to_2016-04-11,false,2,3
7086361926,2016-03-14,18:00:00,983,1.166667,70.0,259.0,2016-03-12_to_2016-04-11,false,2,3
8053475328,2016-03-14,21:00:00,615,0.566667,34.0,151.0,2016-03-12_to_2016-04-11,false,2,3
2022484408,2016-03-14,14:00:00,702,0.583333,35.0,143.0,2016-03-12_to_2016-04-11,false,2,3
4445114986,2016-03-14,20:00:00,3440,1.533333,92.0,308.0,2016-03-12_to_2016-04-11,false,2,3
4319703577,2016-03-14,19:00:00,1122,0.65,39.0,141.0,2016-03-12_to_2016-04-11,false,2,3
8053475328,2016-03-14,20:00:00,4572,1.95,117.0,396.0,2016-03-12_to_2016-04-11,false,2,3
2026352035,2016-03-14,08:00:00,1114,0.783333,47.0,122.0,2016-03-12_to_2016-04-11,false,2,3
5577150313,2016-03-14,12:00:00,1003,0.85,51.0,231.0,2016-03-12_to_2016-04-11,false,2,3
6117666160,2016-03-14,13:00:00,1149,0.716667,43.0,181.0,2016-03-12_to_2016-04-11,false,2,3
3372868164,2016-03-14,13:00:00,790,0.783333,47.0,133.0,2016-03-12_to_2016-04-11,false,2,3
4558609924,2016-03-14,19:00:00,648,0.666667,40.0,129.0,2016-03-12_to_2016-04-11,false,2,3
1503960366,2016-03-14,23:00:00,3305,1.5,90.0,198.0,2016-03-12_to_2016-04-11,false,2,3
4057192912,2016-03-14,05:00:00,2780,1.366667,82.0,276.0,2016-03-12_to_2016-04-11,false,2,3
7007744171,2016-03-14,11:00:00,1472,0.95,57.0,206.0,2016-03-12_to_2016-04-11,false,2,3
5577150313,2016-03-14,13:00:00,2133,1.75,105.0,388.0,2016-03-12_to_2016-04-11,false,2,3
5577150313,2016-03-14,15:00:00,1663,0.8,48.0,264.0,2016-03-12_to_2016-04-11,false,2,3
4702921684,2016-03-14,19:00:00,1132,0.7,42.0,215.0,2016-03-12_to_2016-04-11,false,2,3
2347167796,2016-03-14,08:00:00,2308,0.883333,53.0,181.0,2016-03-12_to_2016-04-11,false,2,3
2873212765,2016-03-14,09:00:00,619,0.616667,37.0,119.0,2016-03-12_to_2016-04-11,false,2,3
7007744171,2016-03-14,19:00:00,1385,0.916667,55.0,223.0,2016-03-12_to_2016-04-11,false,2,3
8877689391,2016-03-14,20:00:00,4720,1.666667,100.0,507.0,2016-03-12_to_2016-04-11,false,2,3
3372868164,2016-03-14,18:00:00,796,0.683333,41.0,119.0,2016-03-12_to_2016-04-11,false,2,3
6962181067,2016-03-14,13:00:00,751,0.616667,37.0,132.0,2016-03-12_to_2016-04-11,false,2,3
2022484408,2016-03-14,15:00:00,1024,0.633333,38.0,162.0,2016-03-12_to_2016-04-11,false,2,3
7007744171,2016-03-14,10:00:00,1498,0.7,42.0,178.0,2016-03-12_to_2016-04-11,false,2,3
8378563200,2016-03-14,05:00:00,0,2.75,165.0,669.0,2016-03-12_to_2016-04-11,false,2,3
2026352035,2016-03-14,09:00:00,1246,0.833333,50.0,128.0,2016-03-12_to_2016-04-11,false,2,3
4319703577,2016-03-14,16:00:00,768,0.583333,35.0,134.0,2016-03-12_to_2016-04-11,false,2,3
2026352035,2016-03-14,07:00:00,902,0.65,39.0,109.0,2016-03-12_to_2016-04-11,false,2,3
7086361926,2016-03-14,17:00:00,1042,2.35,141.0,404.0,2016-03-12_to_2016-04-11,false,2,3
5577150313,2016-03-14,18:00:00,998,0.966667,58.0,288.0,2016-03-12_to_2016-04-11,false,2,3
8877689391,2016-03-14,12:00:00,2931,1.316667,79.0,297.0,2016-03-12_to_2016-04-11,false,2,3
8877689391,2016-03-14,19:00:00,6461,2.116667,127.0,616.0,2016-03-12_to_2016-04-11,false,2,3
6962181067,2016-03-14,07:00:00,976,0.683333,41.0,138.0,2016-03-12_to_2016-04-11,false,2,3
1503960366,2016-03-14,20:00:00,1104,0.75,45.0,124.0,2016-03-12_to_2016-04-11,false,2,3
6775888955,2016-03-14,11:00:00,1223,0.783333,47.0,226.0,2016-03-12_to_2016-04-11,false,2,3
5553957443,2016-03-14,17:00:00,2945,1.466667,88.0,223.0,2016-03-12_to_2016-04-11,false,2,3
2873212765,2016-03-14,08:00:00,1257,0.65,39.0,143.0,2016-03-12_to_2016-04-11,false,2,3
5553957443,2016-03-14,16:00:00,1899,0.916667,55.0,154.0,2016-03-12_to_2016-04-11,false,2,3
4702921684,2016-03-14,18:00:00,1022,0.583333,35.0,190.0,2016-03-12_to_2016-04-11,false,2,3
2873212765,2016-03-14,15:00:00,803,0.566667,34.0,110.0,2016-03-12_to_2016-04-11,false,2,3
4702921684,2016-03-14,20:00:00,746,0.566667,34.0,184.0,2016-03-12_to_2016-04-11,false,2,3
4445114986,2016-03-14,21:00:00,1225,0.633333,38.0,165.0,2016-03-12_to_2016-04-11,false,2,3
2347167796,2016-03-14,21:00:00,1600,0.833333,50.0,170.0,2016-03-12_to_2016-04-11,false,2,3
5577150313,2016-03-14,05:00:00,1395,0.683333,41.0,253.0,2016-03-12_to_2016-04-11,false,2,3
5553957443,2016-03-14,18:00:00,2755,0.933333,56.0,181.0,2016-03-12_to_2016-04-11,false,2,3
4057192912,2016-03-14,06:00:00,1314,0.65,39.0,171.0,2016-03-12_to_2016-04-11,false,2,3
6962181067,2016-03-14,12:00:00,941,0.6,36.0,153.0,2016-03-12_to_2016-04-11,false,2,3
8053475328,2016-03-14,14:00:00,4679,1.983333,119.0,403.0,2016-03-12_to_2016-04-11,false,2,3
7007744171,2016-03-15,15:00:00,869,0.9,54.0,203.0,2016-03-12_to_2016-04-11,false,3,4
5577150313,2016-03-15,05:00:00,1746,1.933333,116.0,434.0,2016-03-12_to_2016-04-11,false,3,4
4558609924,2016-03-15,12:00:00,1134,0.633333,38.0,137.0,2016-03-12_to_2016-04-11,false,3,4
1644430081,2016-03-15,19:00:00,2730,1.333333,80.0,320.0,2016-03-12_to_2016-04-11,false,3,4
2026352035,2016-03-15,09:00:00,1102,0.8,48.0,123.0,2016-03-12_to_2016-04-11,false,3,4
4445114986,2016-03-15,18:00:00,788,0.6,36.0,144.0,2016-03-12_to_2016-04-11,false,3,4
5553957443,2016-03-15,18:00:00,602,0.616667,37.0,114.0,2016-03-12_to_2016-04-11,false,3,4
7007744171,2016-03-15,18:00:00,690,0.583333,35.0,147.0,2016-03-12_to_2016-04-11,false,3,4
7086361926,2016-03-15,17:00:00,1277,2.016667,121.0,394.0,2016-03-12_to_2016-04-11,false,3,4
6962181067,2016-03-15,20:00:00,1029,0.566667,34.0,113.0,2016-03-12_to_2016-04-11,false,3,4
1503960366,2016-03-15,09:00:00,1967,0.816667,49.0,148.0,2016-03-12_to_2016-04-11,false,3,4
8378563200,2016-03-15,09:00:00,1110,0.6,36.0,199.0,2016-03-12_to_2016-04-11,false,3,4
4319703577,2016-03-15,11:00:00,1073,0.633333,38.0,146.0,2016-03-12_to_2016-04-11,false,3,4
3977333714,2016-03-15,20:00:00,3775,1.85,111.0,192.0,2016-03-12_to_2016-04-11,false,3,4
2022484408,2016-03-15,11:00:00,1055,1.2,72.0,249.0,2016-03-12_to_2016-04-11,false,3,4
2026352035,2016-03-15,10:00:00,1610,0.883333,53.0,140.0,2016-03-12_to_2016-04-11,false,3,4
2347167796,2016-03-15,18:00:00,3019,1.216667,73.0,207.0,2016-03-12_to_2016-04-11,false,3,4
5577150313,2016-03-15,15:00:00,781,0.666667,40.0,204.0,2016-03-12_to_2016-04-11,false,3,4
7086361926,2016-03-15,18:00:00,2568,1.583333,95.0,360.0,2016-03-12_to_2016-04-11,false,3,4
1503960366,2016-03-15,12:00:00,1787,0.816667,49.0,142.0,2016-03-12_to_2016-04-11,false,3,4
