Id,log_date,total_steps,total_distance,tracker_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,dataset_window,is_weekend,week_day,window_day_index,minutes_asleep,time_in_bed,sleep_efficiency,has_sleep_log_for_day,has_weight_log_for_day,weight_kg
4702921684,2016-03-30,7583,6.15000009536743,6.15000009536743,0.25,0.550000011920929,5.34999990463257,0.0,3,13,227,742,2915,2016-03-12_to_2016-04-11,false,4,19,,,,false,false,
4388161847,2016-03-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,2016-03-12_to_2016-04-11,false,4,19,,,,false,false,
4319703577,2016-03-30,9043,6.07000017166138,6.07000017166138,0.25,0.430000007152557,5.36999988555908,0.0,4,12,244,702,2141,2016-03-12_to_2016-04-11,false,4,19,,,,false,false,
1503960366,2016-03-30,10970,7.15999984741211,7.15999984741211,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30,13,223,1174,1820,2016-03-12_to_2016-04-11,false,4,19,,,,false,false,
4445114986,2016-03-30,2600,1.74000000953674,1.74000000953674,0.0,0.0,1.74000000953674,0.0,0,0,163,1277,2032,2016-03-12_to_2016-04-11,false,4,19,,,,false,true,92.4000015258789
2347167796,2016-03-30,10533,7.09999990463257,7.09999990463257,1.76999998092651,2.05999994277954,3.26999998092651,0.0,21,35,255,615,2187,2016-03-12_to_2016-04-11,false,4,19,,,,false,false,
6962181067,2016-03-30,15491,10.2399997711182,10.2399997711182,1.28999996185303,4.48999977111816,4.46000003814697,0.0,18,77,272,641,2244,2016-03-12_to_2016-04-11,false,4,19,,,,false,true,61.5
2891001357,2016-03-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,2016-03-12_to_2016-04-11,false,4,19,,,,false,false,
4057192912,2016-03-30,5419,4.0,4.57000017166138,0.0,0.0,3.91000008583069,0.0599999986588955,0,0,145,1295,2259,2016-03-12_to_2016-04-11,false,4,19,,,,false,false,
1503960366,2016-03-31,12256,7.8600001335144,7.8600001335144,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33,12,239,820,1889,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
2347167796,2016-03-31,6760,4.46999979019165,4.46999979019165,0.0,0.0,4.46999979019165,0.0,0,0,250,613,1929,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
4445114986,2016-03-31,4804,3.22000002861023,3.22000002861023,0.0,0.0,3.22000002861023,0.0,0,0,238,786,2227,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
4057192912,2016-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
6962181067,2016-03-31,14097,9.31999969482422,9.31999969482422,3.5,1.91999995708466,3.90000009536743,0.0,50,32,234,595,2188,2016-03-12_to_2016-04-11,false,5,20,,,,false,true,61.5
2891001357,2016-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
4388161847,2016-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
4702921684,2016-03-31,6963,5.65000009536743,5.65000009536743,0.0,0.0,5.65000009536743,0.0,0,0,256,759,2895,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
4020332650,2016-03-31,7428,5.32999992370605,5.32999992370605,0.870000004768372,0.920000016689301,3.50999999046326,0.0,18,33,261,860,3439,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
4319703577,2016-03-31,8144,5.46000003814697,5.46000003814697,0.25,0.610000014305115,4.6100001335144,0.0,4,17,247,1125,2129,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
1624580081,2016-03-31,4506,2.9300000667572,2.9300000667572,0.509999990463257,0.270000010728836,2.15000009536743,0.00999999977648258,7,4,144,1285,1498,2016-03-12_to_2016-04-11,false,5,20,,,,false,false,
1503960366,2016-04-01,12262,7.86999988555908,7.86999988555908,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47,21,200,866,1868,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
4445114986,2016-04-01,3271,2.19000005722046,2.19000005722046,0.0,0.0,2.19000005722046,0.0,0,0,205,898,2133,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
7086361926,2016-04-01,11463,7.67000007629395,7.67000007629395,2.82999992370605,1.88999998569489,2.9300000667572,0.0,38,30,154,777,2496,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
3977333714,2016-04-01,4499,3.00999999046326,3.00999999046326,0.0,0.0,3.00999999046326,0.0,0,0,168,842,1288,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
6962181067,2016-04-01,10467,6.98000001907349,6.98000001907349,0.699999988079071,2.4300000667572,3.84999990463257,0.0,9,45,252,602,2014,2016-03-12_to_2016-04-11,false,6,21,,,,false,true,60.9000015258789
6117666160,2016-04-01,7444,5.61999988555908,5.61999988555908,0.0,0.0,5.61999988555908,0.0,0,0,286,568,2210,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
3372868164,2016-04-01,5785,3.95000004768372,3.95000004768372,0.0,0.0,3.91000008583069,0.0399999991059303,0,0,311,1129,1852,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
5553957443,2016-04-01,12409,8.10000038146973,8.10000038146973,2.90000009536743,0.629999995231628,4.57999992370605,0.0,51,12,235,782,2142,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
4057192912,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
2891001357,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0,660,0,780,4562,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
4558609924,2016-04-01,5336,3.52999997138977,3.52999997138977,0.0,0.0,3.52999997138977,0.0,0,0,258,1182,1902,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
1624580081,2016-04-01,9218,5.98999977111816,5.98999977111816,0.0,0.0,5.96999979019165,0.00999999977648258,0,0,221,1219,1541,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
1844505072,2016-04-01,6847,4.53000020980835,4.53000020980835,0.610000014305115,0.370000004768372,3.54999995231628,0.0,9,9,251,1171,1969,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
8877689391,2016-04-01,18700,15.8199996948242,15.8199996948242,8.69999980926514,0.159999996423721,6.90999984741211,0.0,67,3,247,1123,3527,2016-03-12_to_2016-04-11,false,6,21,,,,false,true,85.5
4319703577,2016-04-01,9343,6.26999998092651,6.26999998092651,0.959999978542328,0.850000023841858,4.46000003814697,0.0,14,20,268,654,2216,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
8792009665,2016-04-01,4592,2.94000005722046,2.94000005722046,0.100000001490116,0.140000000596046,2.70000004768372,0.0,4,8,176,748,2260,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
6290855005,2016-04-01,6633,5.01000022888184,5.01000022888184,0.0,0.0,5.01000022888184,0.0,0,0,280,1160,2778,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
4020332650,2016-04-01,5351,3.83999991416931,3.83999991416931,0.620000004768372,0.180000007152557,3.00999999046326,0.0,15,17,210,748,3338,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
8378563200,2016-04-01,14179,11.2399997711182,11.2399997711182,6.23000001907349,1.05999994277954,3.96000003814697,0.0,73,21,195,719,3669,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
7007744171,2016-04-01,11680,9.0600004196167,7.80999994277954,4.48999977111816,0.330000013113022,4.23999977111816,0.0,50,7,244,1139,2573,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
2873212765,2016-04-01,890,0.600000023841858,0.600000023841858,0.0,0.0,0.600000023841858,0.0,0,0,41,1399,1335,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
2320127002,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
5577150313,2016-04-01,10461,7.86999988555908,7.86999988555908,4.76000022888184,0.850000023841858,2.25,0.0,99,31,142,721,3625,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
4702921684,2016-04-01,7165,5.80999994277954,5.80999994277954,0.0,0.370000004768372,5.44000005722046,0.0,0,9,248,708,2923,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
4388161847,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
1644430081,2016-04-01,4636,3.41000008583069,3.41000008583069,0.0,0.779999971389771,2.59999990463257,0.0299999993294477,0,16,586,838,3323,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
6391747486,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
2347167796,2016-04-01,8328,5.51000022888184,5.51000022888184,0.0,2.0,3.5,0.0,0,33,212,804,1935,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
2022484408,2016-04-01,13603,9.60000038146973,9.60000038146973,5.46000003814697,0.629999995231628,3.50999999046326,0.0,72,16,213,1139,2645,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
1927972279,2016-04-01,4317,2.99000000953674,2.99000000953674,0.0,0.370000004768372,2.61999988555908,0.0,0,11,192,854,2590,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
8583815059,2016-04-01,2174,1.70000004768372,1.70000004768372,0.0,0.0,1.70000004768372,0.0,0,0,112,1328,2360,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
6775888955,2016-04-01,7225,5.17999982833862,5.17999982833862,1.73000001907349,1.26999998092651,2.1800000667572,0.0,25,50,163,1189,3065,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
2026352035,2016-04-01,2605,1.62000000476837,1.62000000476837,0.0,0.0,1.62000000476837,0.0,0,0,166,729,1407,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
8253242879,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429,2016-03-12_to_2016-04-11,false,6,21,,,,false,false,
4020332650,2016-04-02,4299,3.09999990463257,3.09999990463257,0.0900000035762787,0.209999993443489,2.74000000953674,0.0399999991059303,3,15,162,752,2892,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
4319703577,2016-04-02,8405,5.65999984741211,5.65999984741211,1.12999999523163,0.189999997615814,4.34000015258789,0.0,15,4,257,621,2154,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
1844505072,2016-04-02,5367,3.54999995231628,3.54999995231628,0.0,0.0,3.54999995231628,0.0,0,0,263,1177,1889,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
4558609924,2016-04-02,3183,2.09999990463257,2.09999990463257,0.0,0.0,2.09999990463257,0.0,0,0,173,1180,1680,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
4445114986,2016-04-02,5406,3.63000011444092,3.63000011444092,0.0,0.0,3.60999989509583,0.0,0,0,273,672,2317,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
2022484408,2016-04-02,5477,3.83999991416931,3.83999991416931,0.0,0.0,3.83999991416931,0.0,0,0,237,1203,2040,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
1644430081,2016-04-02,20237,14.710000038147,14.710000038147,2.5699999332428,6.40000009536743,5.73000001907349,0.00999999977648258,34,141,347,918,4029,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
4702921684,2016-04-02,10328,8.38000011444092,8.38000011444092,0.0,1.46000003814697,6.92000007629395,0.0,0,32,367,475,3323,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
6117666160,2016-04-02,19658,14.8400001525879,14.8400001525879,0.239999994635582,2.08999991416931,12.5100002288818,0.0,3,30,475,466,2884,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
2320127002,2016-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
2873212765,2016-04-02,2214,1.49000000953674,1.49000000953674,0.0,0.0,1.49000000953674,0.0,0,0,197,1243,1559,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
8253242879,2016-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
1927972279,2016-04-02,5662,3.92000007629395,3.92000007629395,0.0,0.0,3.92000007629395,0.0,0,0,267,858,2783,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
7007744171,2016-04-02,10976,7.34000015258789,7.34000015258789,0.550000011920929,0.670000016689301,6.13000011444092,0.0,9,16,271,1075,2575,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
5553957443,2016-04-02,2937,1.91999995708466,1.91999995708466,0.0,0.0,1.9099999666214,0.0,0,0,181,356,1615,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
8583815059,2016-04-02,3494,2.73000001907349,2.73000001907349,0.0,0.0,2.69000005722046,0.0,0,0,166,1274,2517,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
2026352035,2016-04-02,1229,0.759999990463257,0.759999990463257,0.0,0.0,0.759999990463257,0.0,0,0,69,795,1237,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
2891001357,2016-04-02,4126,3.22000002861023,0.0,0.0,0.0,3.22000002861023,0.0,0,0,720,720,2881,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
8378563200,2016-04-02,3358,2.66000008583069,2.66000008583069,0.0,0.0,2.66000008583069,0.0,0,0,144,657,2702,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
1503960366,2016-04-02,11248,7.25,7.25,3.0,0.449999988079071,3.74000000953674,0.0,40,11,244,636,1843,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
8053475328,2016-04-02,20188,15.6199998855591,15.6199998855591,12.0600004196167,0.850000023841858,2.71000003814697,0.0,124,19,172,1125,3377,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
6775888955,2016-04-02,1988,1.42999994754791,1.42999994754791,0.0,0.0,1.42999994754791,0.0,0,0,79,909,2207,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
7086361926,2016-04-02,87,0.0199999995529652,0.0199999995529652,0.0,0.0,0.00999999977648258,0.0,0,0,2,872,1641,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
8877689391,2016-04-02,27572,23.3899993896484,23.3899993896484,14.7200002670288,1.21000003814697,7.34000015258789,0.00999999977648258,116,24,260,1040,4220,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
3977333714,2016-04-02,7618,5.09999990463257,5.09999990463257,0.0,0.180000007152557,4.90999984741211,0.0,0,6,302,842,1490,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
8792009665,2016-04-02,8452,5.40999984741211,5.40999984741211,0.259999990463257,0.389999985694885,4.76000022888184,0.0,9,24,328,1079,3004,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
6962181067,2016-04-02,12437,8.30000019073486,8.30000019073486,3.75999999046326,1.28999996185303,3.24000000953674,0.0,50,24,219,732,2115,2016-03-12_to_2016-04-11,true,7,22,,,,false,true,61.2000007629395
4057192912,2016-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
3372868164,2016-04-02,7625,5.23000001907349,5.23000001907349,1.67999994754791,0.0399999991059303,3.5,0.00999999977648258,24,1,341,1074,2069,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
5577150313,2016-04-02,14873,11.1099996566772,11.1099996566772,8.1899995803833,0.600000023841858,2.30999994277954,0.0,202,36,153,663,4430,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
6290855005,2016-04-02,9548,7.21999979019165,7.21999979019165,2.01999998092651,3.6800000667572,1.51999998092651,0.0,25,107,113,1195,3119,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
4388161847,2016-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
6391747486,2016-04-02,2101,2.02999997138977,0.0,2.02999997138977,0.0,0.0,0.0,46,0,0,1394,2224,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
2347167796,2016-04-02,15459,10.2200002670288,10.2200002670288,3.58999991416931,0.810000002384186,5.82000017166138,0.0,51,16,327,583,2438,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
1624580081,2016-04-02,1556,1.00999999046326,1.00999999046326,0.0,0.0,1.00999999046326,0.00999999977648258,0,0,88,1352,1327,2016-03-12_to_2016-04-11,true,7,22,,,,false,false,
2320127002,2016-04-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,2016-03-12_to_2016-04-11,true,1,23,,,,false,false,
1624580081,2016-04-03,2910,1.88999998569489,1.88999998569489,0.0,0.0,1.87999999523163,0.00999999977648258,0,0,157,1283,1452,2016-03-12_to_2016-04-11,true,1,23,,,,false,false,
6775888955,2016-04-03,1577,1.12999999523163,1.12999999523163,0.0700000002980232,0.889999985694885,0.170000001788139,0.0,1,17,8,1414,1977,2016-03-12_to_2016-04-11,true,1,23,,,,false,false,
